-0.464324,3.40801,0.616989
0.0425376,-3.80731,2.47071
-1.24653,3.70484,0.38425
1.45429,4.34058,-0.371331
-0.598244,4.97797,0.476899
0.0287478,-3.0824,1.50266
-19.5235,15.1211,-0.316446
0.732947,-4.06364,-1.72373
1.47495,3.8474,0.167426
0.463765,9.82164,-0.254287
-0.153926,-12.9237,-11.1669
-0.70019,-7.24587,-15.1352
-0.502633,-14.0009,-12.2897
0.0106128,-5.30345,-15.1255
-0.0095581,-3.99361,0.588656
-0.374094,-3.08242,-1.29582
-0.204194,-12.3737,-0.851293
0.395714,-3.38185,-2.2584
-23.1366,8.06969,-1.04559
-0.202926,-13.6238,11.6664
-0.550689,-6.03866,-2.7143
-0.991705,3.40967,-0.992736
-0.263122,-3.08683,-0.446456
0.633755,3.45906,0.626157
0.391,10.2483,0.234326
-19.282,15.3578,0.155906
0.946681,4.49954,-0.0994
0.572364,-3.61612,1.05079
-0.311778,-4.57485,-2.18569
-0.16581,-3.83951,1.31738
-23.0662,7.7293,0.285899
0.759251,-2.35847,-1.74153
0.0695778,-13.1419,11.1277
0.0396278,-12.1855,-0.919771
0.0602055,4.49954,-0.619839
0.674067,-4.63373,14.9926
1.3313,5.38664,0.0169249
1.14252,1.74552,-1.91523
22.3743,8.08053,0.721728
19.1997,15.604,0.0229976
19.2237,14.7251,0.00812992
-0.200167,8.02907,0.0593664
0.423219,2.70229,0.917319
-0.311996,10.2005,0.0863547
23.4416,6.84567,-1.91898
-0.866104,-7.36954,16.2044
-1.54878,2.74112,1.31369
-0.838665,-5.90119,2.81299
-0.2196,-3.43805,-0.660594
-0.115346,-11.3634,0.866293
0.54442,-4.18716,-0.489938
0.691679,-3.24818,2.23912
0.108299,-11.913,1.69504
-0.303823,2.98944,1.68133
1.30079,4.56451,-0.109837
0.475088,-3.35754,1.83367
0.255085,4.01694,-0.32881
0.390206,-5.35841,-2.78971
-0.715404,3.54179,-0.508816
-0.339372,-3.86684,0.40411
-1.50001,2.43091,-0.445761
-0.996931,4.69911,0.023063
0.321306,3.60404,0.299745
-0.269013,-4.04007,1.85076
